order_no,issued_date,revoked_date,closes_area,species,closure_type
PTN-2015-182,2015-03-27,2015-08-11,SA 13-1,"ALL BM, except Manila, Littlenecks, oysters and mussels, Pink and Spiny Scallops",biotoxins
PTN-2015-183,2015-03-27,2015-04-16,SA 13-12 to 13-14,"ALL BM, except Manila, littlenecks, oysters and mussels",biotoxins
PTN-2015-184,2015-03-27,2016-04-20,Area 13 except SA 13-1 and 13-12 to 13-17,All B.M.,biotoxins
PTN-2015-185,2015-04-02,2015-04-09,"SA 18-2, 18-3 and 18-7","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-186,2015-04-02,2015-04-09,"Area 16 except SA 16-1, 16-2, 16-5 to 16-9, 16-11 to 16-13, 16-16 and 16-18 to 16-22",All B.M.,biotoxins
PTN-2015-187,2015-04-02,2015-04-08,"SA 16-1, 16-2, 16-5 to 16-9, 16-11 to 16-13, 16-16 and 16-18 to 16-22","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-188,2015-04-02,2015-04-15,"Area 23, except SA 23-3, 23-5, ptn 23-6",All BM,biotoxins
PTN-2015-189,2015-04-02,2015-04-15,"SA 23-3, 23-5 and 23-6 (except that portion NE useless inlet)","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-190,2015-04-08,2015-04-17,"Area 2, EXCEPT SA 2-18, 2-79, 2-82 TO 2-91",All BM,biotoxins
PTN-2015-191,2015-04-08,2015-04-17,"SA 2-18, 2-79, 2-82 TO 2-91",All BM except Gducks & Hclams,biotoxins
ptn-2015-192,2015-04-08,2015-04-29,"SA 16-1, 16-17, 16-19 and 16-22","All BM except Manila, littleneck, oysters and mussels,  Gducks & Hclams",biotoxins
ptn-2015-193,2015-04-08,2015-04-09,"SA 16-2, 16-11, 16-16, 16-18, 16-20 and 16-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-194,2015-04-09,2015-05-01,"Area 16 except SA 16-1 TO 16-13,  AND 16-16 to 16-22",All B.M.,biotoxins
PTN-2015-195,2015-04-09,2015-04-29,"SA 16-2 TO 16-4, 16-10, 16-11, 16-16 TO 16-18, 16-20 and 16-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-196,2015-04-09,2015-04-29,"SA 18-2, 18-3","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-197,2015-04-09,2015-04-29,SA 18-7,"All BM except Manila, littleneck, oysters and mussels,  Gducks & Hclams",biotoxins
PTN-2015-198,2015-04-10,2015-08-26,"Area 12 to 29 except SA 13-1, 13-12 to 13-17, 14-5, 14-8, 14-15, 15-4, 15-5 (except ptn south of Raza Island), 17-20 AND 23-10",Scallops,biotoxins
PTN-2015-199,2015-04-15,2015-04-22,"Area 23, except SA 23-3, 23-5, ptn 23-6, 23-9, 23-10",All BM,biotoxins
PTN-2015-200,2015-04-15,2015-04-22,"SA 23-3, 23-4","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-201,2015-04-15,2015-04-22,"SA 23-5, 23-6 (except ptn of 23-6 northeast Useless Inlet), 23-10","ALL BM EXCEPT MANILA, LITTLENECK, OYSTERS, MUSSELS, GDUCK, HCLAMS",biotoxins
PTN-2015-202,2015-04-15,2015-04-22,SA 23-9,All BM except Gducks & Hclams,biotoxins
PTN-2015-203,2015-04-16,2015-04-24,SA 13-12 to 13-14,"ALL BM, except Manila, littlenecks, oysters and mussels, gduck & hclams",biotoxins
PTN-2015-204,2015-04-17,2015-04-29,"Area 2, EXCEPT SA .2-79, 2-82 TO 2-91",All BM,biotoxins
PTN-2015-205,2015-04-17,2015-04-29,"SA 2-79, 2-82 TO 2-91",All BM except Gducks & Hclams,biotoxins
PTN-2015-206,2015-04-22,2015-05-01,"Area 23, except SA 23-3, 23-4, 23-5, ptn 23-6, 23-10",All BM,biotoxins
PTN-2015-207,2015-04-22,2015-05-05,"SA 23-3, 23-4, 23-10","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-208,2015-04-22,2015-05-01,"SA 23-5, 23-6 (except ptn of 23-6 northeast Useless Inlet)","ALL BM EXCEPT MANILA, LITTLENECK, OYSTERS, MUSSELS, GDUCK, HCLAMS",biotoxins
PTN-2015-209,2015-04-24,2015-04-30,Area 19 except SA 19-7 to 19-12,All B.M.,biotoxins
PTN-2015-210,2015-04-24,2015-04-30,SA 19-7 to 19-12,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-211,2015-04-24,2015-09-11,Area 24 except SA 24-9,All B.M.,biotoxins
PTN-2015-212,2015-04-24,2015-09-11,SA  24-9,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-213,2015-04-24,2015-04-30,SA 13-12 to 13-14,"All BM, except Manila, littlenecks, oysters and mussels",biotoxins
PTN-2015-214,2015-04-24,2015-05-29,"Areas 13 to 29 except SA 14-7, 14-11, 14-15, 17-5 ",butter clams,biotoxins
PTN-2015-215,2015-04-24,2015-04-29,Area 4 ,All BM,biotoxins
PTN-2015-216,2015-04-29,2015-05-06,"Area 2, Except SA 2-75, 2-76, 2-79 to 2-91",All BM,biotoxins
PTN-2015-217,2015-04-29,2015-05-06,"SA 2-75, 2-76, 2-79 to 2-91",All BM except Gducks & Hclams,biotoxins
PTN-2015-218,2015-04-29,2015-07-03,SA 16-19 and 16-22,"All BM except Manila, littleneck, oysters and mussels,  Gducks & Hclams",biotoxins
PTN-2015-219,2015-04-29,2015-05-01,"SA 16-1 to 16-4, 16-10, 16-11, 16-16 to 16-18, 16-20 and 16-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-220,2015-04-29,2015-12-31,SA17-16,"All BM except Manila, littleneck, oysters, mussels,  cockles,",biotoxins
PTN-2015-221,2015-04-29,2015-06-04,"SA 18-2, 18-3, 18-7","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-222,2015-04-29,2015-04-30,Area 25 except SA 25-1 to 25-12 and 25-14 to 25-16,All BM,biotoxins
PTN-2015-223,2015-04-29,2015-04-30,SA 25-1 to 25-12 and 25-14 to 25-16,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-224,2015-04-29,2015-11-18,Area 4 except a portion SA 4-9,All BM,biotoxins
PTN-2015-225,2015-04-29,2016-03-11,Portion SA 4-9,All BM except scallops,biotoxins
PTN-2015-226,2015-04-30,2015-05-05,SA 13-12 to 13-14,"All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
PTN-2015-227,2015-04-30,2015-05-06,"Area 25 except SA 25-1 to 25-12, 25-15 and 25-16",All BM,biotoxins
PTN-2015-228,2015-04-30,2015-05-06,"SA 25-1 to 25-12, 25-15 and 25-16","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-229,2015-04-30,2015-06-11,Area 19 except SA 19-5 to 19-12,All B.M.,biotoxins
PTN-2015-230,2015-04-30,2015-06-11,SA 19-5 to 19-12,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-231,2015-05-01,2015-05-08,"Area 23, except SA 23-3, 23-4, 23-5, 23-10",All BM,biotoxins
PTN-2015-232,2015-05-05,2015-05-08,"SA 23-3, 23-4, 23-5, 23-10","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-233,2015-05-01,2015-05-14,"Area 16 except SA 16-1, 16-2, 16-5 to 16-9, 16-11 to 16-13, 16-16 to 16-22",All BM,biotoxins
PTN-2015-234,2015-05-01,2015-05-14,"SA 16-1, 16-2, 16-11, 16-16, 16-18, 16-20, 16-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-235,2015-05-05,2015-07-03,SA 13-12 to 13-14,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-236,2015-05-06,2015-05-08,"Area 2 except SA 2-64 to 2-66, 2-68 to 2-71,  2-75, 2-76 and 2-79 to 2-91 ",All BM,biotoxins
PTN-2015-237,2015-05-06,2015-05-08,"SA 2-64 to 2-66, 2-68 to 2-71,  2-75, 2-76 and 2-79 to 2-91",All BM except Gducks & Hclams,biotoxins
PTN-2015-238,2015-05-06,2015-05-14,"Area 25 except SA 25-1 to 25-5, 25-8 to 25-12, 25-16 ",All BM,biotoxins
PTN-2015-239,2015-05-06,2015-05-14,"SA 25-1 to 25-5, 25-8 to 25-12, 25-16 ","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-240,2015-05-08,2015-05-19,"SA 14-3, 14-13","All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
PTN-2015-241,2015-05-08,2015-05-19,"SA 14-1, 14-2 and 14-4","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-242,2015-05-08,2015-05-19,"Area 2 except SA 2-64 to 2-66, 2-68 to 2-71,  2-75, 2-76, 2-80 and 2-81 ",All BM,biotoxins
PTN-2015-243,2015-05-08,2015-05-19,"SA 2-64 to 2-66, 2-68 to 2-71,  2-75, 2-76, 2-80 and 2-81 ",All BM except Gducks & Hclams,biotoxins
PTN-2015-244,2015-05-08,2015-05-27,Area 26,All BM,biotoxins
PTN-2015-245,2015-05-08,2015-05-22,"Area 12, except SA 12-16, 12-17",ALL BM,biotoxins
PTN-2015-246,2015-05-08,2015-05-14,"Area 23, except SA 23-4, 23-5, 23-10",All BM,biotoxins
PTN-2015-247,2015-05-08,2015-05-14,"SA 23-4, 23-5, 23-10","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-248,2015-05-08,2015-05-14,"SA 17-5, ptn of 17-6 (Kuper)","All BM except Manila, littleneck, oysters and mussels,  Gducks & Hclams",biotoxins
PTN-2015-249,2015-05-08,2015-05-14,"SA 17-1 TO 17-4, 17-7, 17-8, 17-10 to 17-15, 17-17 to 17-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-250,2015-05-08,2015-05-14,"SA 17-9, ptn 17-6 (Kuper)",All BM,biotoxins
PTN-2015-251,2015-05-14,2015-05-27,Area 25 except SA 25-9 to 25-12,All BM,biotoxins
PTN-2015-252,2015-05-14,2015-05-27,SA 25-9 to 25-12,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-253,2015-05-14,2015-07-20,"Area 23, except SA 23-3 TO 23-5, 23-10",All BM,biotoxins
PTN-2015-254,2015-05-14,2015-07-20,"SA 23-3 TO 23-5, 23-10","All BM except Manila, littleneck, oysters and mussels",biotoxins
PSN-2015-255,2015-07-08,2015-12-15,"Area 15 - new closure 15.29 Refuge Cove, West Redonda Islands",All BM,sanitary closure
PSN-2015-256,2015-06-03,2016-04-29,"Area 16 - new closure 16.49 Hidden Basin, Nelson Island",All BM,sanitary closure
PSN-2015-257,2015-06-03,NA,Area 25 - revoke closure 25.23 Haven Cove,All BM,sanitary closure
PSN-2015-258,2015-06-03,2016-03-29,"Area 27 - new closure 27.13 Bish Creek, Qutasino Sound, expand closure 27.11 Koprino Harbour, Quatsino Sound, new closure 27.14 Head of Ahwhichaolto Inlet",All BM,sanitary closure
PSN-2015-259,2015-06-03,NA,"Area 20 - revoke closure 20.3 Becher Bay, new closure 20.5 Becher Bay Marina, Becher Bay, new closure 20.6 Cheanu Marina, Becher Bay, new closure 20.7 Eastern head of Becher Bay, new closure 20.8 Becher Bay",All BM,sanitary closure
PSN-2015-260,2015-06-03,NA,"Area 101 - new closure 101.1 Rose Spit, McIntyre Bay",All BM,sanitary closure
PSN-2015-261,2015-06-03,NA,Area 12 - revoke closure 12.11 Southeast Turnour Island,All BM,sanitary closure
PTN-2015-262,2015-05-14,2015-06-12,"Area 16 except SA 16-1 to 16-13, 16-16 to 16-22",All BM,biotoxins
PTN-2015-263,2015-05-14,2015-06-12,"SA 16-1 TO 16-4, 16-10, 16-11, 16-16 TO 16-18, 16-20, 16-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-264,2015-05-14,2015-07-03,"SA 17-5, 7-6","All BM except Manila, littleneck, oysters and mussels,  Gducks & Hclams",biotoxins
PTN-2015-265,2015-05-14,2015-07-03,"SA 17-1 TO 17-4, 17-7 to 17-15, 17-17 to 17-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
ptn-2015-266,2015-05-19,2015-06-09,SA 14-3,"All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
ptn-2015-267,2015-05-19,2015-06-09,"SA 14-1, 14-2, 14-4, 14-13","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
ptn-2015-268,2015-05-19,2015-05-27,"Area 2 except SA 2-64 to 2-66, 2-68 to 2-71",All BM,biotoxins
ptn-2015-269,2015-05-19,2015-05-27,"SA 2-64 to 2-66, 2-68 to 2-71",All BM except Gducks & Hclams,biotoxins
PSN-2015-270,2015-05-20,2015-10-15,Seasonal closures - May 1 to Oct. 15 5A,All BM,sanitary closure
PSN-2015-271,2015-05-20,2015-09-30,"Seasonal closure May 31 to September 30 portions of Areas 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25 and 28",All BM,sanitary closure
PSN-2015-272,2015-05-21,2015-09-15,Seasonal closure for Area 2 June 15 to Sept. 15,All BM,sanitary closure
PSN-2015-273,2015-05-21,2015-09-15,"Special Seasonal Closure 13.F, July 1 to Sept. 15",All BM,sanitary closure
PTN-2015-274,2015-05-22,2015-11-03,Area 12,ALL BM,biotoxins
PTN-2015-275,2015-05-27,2015-06-01,"Area 2 except SA 2-49 TO 2-60, 2-63 to 2-66, 2-68 to 2-71",All BM,biotoxins
PTN-2015-276,2015-05-27,2015-06-01,"SA 2-49 TO 2-60, 2-63 to 2-66, 2-68 to 2-71",All BM except Gducks & Hclams,biotoxins
PTN-2015-277,2015-05-27,2015-05-29,"Area 26, EXCEPT SA 26-3 AND 26-5",All BM,biotoxins
PTN-2015-278,2015-05-27,2015-05-29,SA 26-3 AND 26-5,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-279,2015-05-27,2015-05-29,"Area 25 except SA 25-1 TO 25-3, 25-9 to 25-12",All BM,biotoxins
PTN-2015-280,2015-05-27,2015-05-29,"SA 25-1 TO 25-3, 25-9 to 25-12","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-281,2015-05-29,2015-06-02,"Areas 13 to 29 except SA 13-15, 13-16, 14-7, 14-11, 14-15, 17-5 ",Buttter Clams,biotoxins
PTN-2015-282,2015-05-29,2015-06-12,"Area 25 except SA 25-1 TO 25-3, 25-6, 25-7, 25-9 to 25-12, 25-15",All BM,biotoxins
PTN-2015-283,2015-05-29,2015-06-12,"SA 25-1 TO 25-3, 25-6, 25-7, 25-9 to 25-12, 25-15","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-284,2015-05-29,2015-06-02,"Area 26, EXCEPT SA 26-3",All BM,biotoxins
PTN-2015-285,2015-05-29,2015-06-02,SA 26-3,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-286,2015-06-01,2015-06-04,"Area 2 except SA 2-49 TO 2-60, 2-63",All BM,biotoxins
PTN-2015-287,2015-06-01,2015-06-04,"SA 2-49 TO 2-60, 2-63",All BM except Gducks & Hclams,biotoxins
PTN-2015-288,2015-06-02,2015-06-04,"Area 18, except SA 18-2, 18-3, 18-7, AND 18-10",All BM,biotoxins
PTN-2015-289,2015-06-02,2015-06-04,"Areas 13 to 29 except SA 13-15, 13-16, 14-7, 14-11, 14-15, 17-5  AND 18-10",Buttter Clams,biotoxins
PTN-2015-290,2015-06-02,2015-06-05,"Area 26, EXCEPT SA 26-3 AND 26-6",All BM,biotoxins
PTN-2015-291,2015-06-02,2015-06-05,SA 26-3 AND 26-6,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-292,2015-06-04,2015-06-05,"Area 2 except SA 2-42 TO 2-44, 247, 2-49 TO 2-60",All BM,biotoxins
PTN-2015-293,2015-06-04,2015-06-23,"SA 2-42 TO 2-44, 2-47,  2-49 TO 2-60",All BM except Gducks & Hclams,biotoxins
PTN-2015-294,2015-06-04,2015-07-10,"Area 18, except SA 18-2, 18-3",All BM,biotoxins
PTN-2015-295,2015-06-04,2015-07-10,"SA 18-2, 18-3","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-296,2015-06-04,2015-06-19,"Areas 13 to 29 except SA 13-15, 13-16, 14-7, 14-11, 14-15, 17-5 ",Buttter Clams,biotoxins
PTN-2015-297,2015-06-05,2015-06-23,"Area 2 except SA 2-1, 2-42 TO 2-44, 247, 2-49 TO 2-60",All BM,biotoxins
PTN-2015-298,2015-06-05,2015-07-03,SA 2-1,ALL BM EXCEPT OYSTERS,biotoxins
PTN-2015-299,2015-06-05,2015-06-16,"Area 26, EXCEPT SA 26-5",All BM,biotoxins
PTN-2015-300,2015-06-05,2015-06-16,SA 26-5,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-301,2015-06-09,2015-06-12,SA 14-3 AND 14-13,"All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
PTN-2015-302,2015-06-09,2015-06-12,"SA 14-1, 14-2, 14-4","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-303,2015-06-11,2015-07-16,Area 19 except SA 19-5 and 19-6,All B.M.,biotoxins
PTN-2015-304,2015-06-11,2015-07-16,SA 19-5 and 19-6,"Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-305,2015-06-12,2015-06-18,SA 14-11.,gducks & hclams,biotoxins
PTN-2015-306,2015-06-12,2015-06-18,SA 14-3 ,"All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
PTN-2015-307,2015-06-12,2015-06-18,"SA 14-1, 14-2, 14-4 and 4-13","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-308,2015-06-12,2015-06-18,"Area 16 except SA 16-5 to 16-9, 6-11, 6-12, 16-16, and 16-18 to 16-22",All BM,biotoxins
PTN-2015-309,2015-06-12,2015-06-18,"SA 16-11, 16-16, 16-18, 16-20, 16-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-310,2015-06-12,2015-06-19,Subareas 16-5 to 16-9 and 16-12,gducks & hclams,biotoxins
PTN-2015-311,2015-06-12,2015-06-17,"Area 25 except SA 25-1 TO 25-7, 25-9 to 25-12, 25-15",All BM,biotoxins
PTN-2015-312,2015-06-12,2015-06-17,"SA 25-1 TO 25-7, 25-9 to 25-12, 25-15","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-313,2015-06-16,2015-06-26,"Area 26, EXCEPT SA 26-5 AND 26-6",All BM,biotoxins
PTN-2015-314,2015-06-16,2015-06-26,SA 26-5 AND 26-6,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-315,2015-06-17,2015-06-18,"Area 25 except SA 25-1 TO 25-5, 25-9 to 25-12, 25-15",All BM,biotoxins
PTN-2015-316,2015-06-17,2015-06-18,"SA 25-1 TO 25-5, 25-9 to 25-12, 25-15","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-317,2015-06-18,2015-06-26,Area 25 except Subareas 25-1 to 25-5 and 25-15 ,All BM,biotoxins
PTN-2015-318,2015-06-18,2015-06-26,25-1 to 25-5 and 25-15,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-319,2015-06-18,2015-06-19,Area 16 except Subareas 16-1 to 16-12 and 16-16 to 16-22,All BM,biotoxins
PTN-2015-320,2015-06-18,2015-07-03,"Subareas 16-1 to 16-4, 16-10, 16-11, 16-16 to 16-18, 16-20 and 16-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-321,2015-06-18,2015-07-03,14-3 and 14-13,"All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
PTN-2015-322,2015-06-18,2015-07-03,"14-1, 14-2 and 14-4","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-323,2015-06-19,2015-06-24,"SA 16-5 to 16-9, 16-12 and 16-13",gducks & hclams,biotoxins
PTN-2015-324,2015-06-19,2015-06-24,Area 16 except SA 16-1 to 16-13 and 16-16 to 16-22,All BM,biotoxins
PTN-2015-325,2015-06-19,2015-07-03,"Areas 13 to 19 except SA 13-15, 13-16, 14-7, 14-11, 14-15, 17-5 and 17-17",Buttter Clams,biotoxins
PTN-2015-326,2015-06-23,2015-07-17,Area 2 except SA 2-1,All BM,biotoxins
PTN-2015-327,2015-06-24,2015-07-10,"Area 16 except SA 16-1 to 16-4, 16-9 TO 13 and 16-16 to 16-22",All BM,biotoxins
PTN-2015-328,2015-06-24,NA,"SA 16-9, 16-12 and 16-13",gducks & hclams,biotoxins
PTN-2015-329,2015-06-26,2015-07-16,"Area 25 except Subareas 25-1 to 25-5, 25-12 and 25-15 ",All BM,biotoxins
PTN-2015-330,2015-06-26,2015-07-16,"25-1 to 25-5, 25-12 and 25-15","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-331,2015-06-26,2015-06-30,"Area 26, EXCEPT SA 26-5",All BM,biotoxins
PTN-2015-332,2015-06-26,2015-06-30,SA 26-5 ,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-333,2015-06-30,2015-07-03,"Area 26, EXCEPT SA 26-5, 26-6",All BM,biotoxins
PTN-2015-334,2015-06-30,2015-07-03,"SA 26-5, 26-6 ","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-335,2015-07-03,2015-07-10,"SA 15-1, 15-4, 15-5 (except ptn south of)","ALL BM except manila, littleneck, oysters, mussels",biotoxins
PTN-2015-336,2015-07-03,2015-07-30,"SA 17-1 to 17-15, 17-17 to 17-21","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-337,2015-07-03,2015-12-31,"Areas 13 to 19 except SA 13-15, 13-16, 14-7, 14-11, 14-15, 17-5, 17-16 and 17-17",Buttter Clams,biotoxins
PTN-2015-338,2015-07-03,2015-07-10,Area 26,All BM,biotoxins
PTN-2015-339,2015-07-03,2015-07-17,SA 2-1,All BM except oysters and scallops,biotoxins
PTN-2015-340,2015-06-18,2015-07-10,"Subareas 16-1 to 16-4, 16-10, 16-11, 16-16 to 16-22","All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-341,2015-07-03,2015-07-14,SA 13-15 to 13-17,Gducks and Hclams,biotoxins
PTN-2015-342,2015-07-03,2015-07-17,SA 13-12 to 13-14,"All BM except Manila, littleneck, oysters, mussels, g-ducks and Hclams",biotoxins
PTN-2015-343,2015-07-03,NA,SA 14-13,"All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
PTN-2015-344,2015-07-03,2015-07-07,14-1 to 14-4,"ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-345,2015-07-03,2015-07-07,"SA 14-5, 14-6, 14-8, 14-9, 14-12, 14-14, 14-15",Gducks and Hclams,biotoxins
PTN-2015-346,2015-07-07,2016-04-20,14-1 to 14-4 and 14-13,"ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-347,2015-07-07,2015-07-28,"SA 14-5 to 14-12, 14-14 & 14-15",Gducks and Hclams,biotoxins
PTN-2015-348,2015-07-10,2015-07-15,Area 1,All BM,biotoxins
PTN-2015-349,2015-07-10,2015-07-24,"SA 15-4, 15-5 except portion s. of Raza","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-350,2015-07-10,2015-07-24,SA 15-1 to 15-3,"All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
PTN-2015-351,2015-07-10,2015-08-07,"Area 18 except SA 18-2, 18-3, 18-7",All BM,biotoxins
PTN-2015-352,2015-07-10,2015-07-27,"SA 18-2, 18-3, 18-7","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-353,2015-07-10,2015-09-09,"Area 26 except SA 26-5, 26-6",All BM,biotoxins
PTN-2015-354,2015-07-10,2015-09-09,"SA 26-5, 26-6","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-355,2015-07-10,2015-07-14,"Area 16 except SA 16-9, 16-11 to 16-13, 16-16, 16-18 to 16-22",All BM,biotoxins
PTN-2015-356,2015-07-10,2015-07-14,"SA 16-11, 16-16, 16-18 to 16-21","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-357,2015-07-10,2015-07-22,SA 16-22,"All BM, except Manila, littlenecks, oysters, mussels, ducks and horses",biotoxins
PTN-2015-358,2015-07-14,2015-09-03,"Area 16 except SA 16-1 TO 16-4, 16-9 to 16-13, 16-16 to 16-22",All BM,biotoxins
PTN-2015-359,2015-07-14,2015-07-22,"SA 16-1 TO 16-4, 16-10, 16-11, 16-16 to 16-21","ALL BM except Manila, Littleneck, oysters and mussels",biotoxins
PTN-2015-360,2015-07-14,2015-07-17,SA 13-15 AND 13-17,Gducks and Hclams,biotoxins
PTN-2015-361,2015-07-15,2015-08-20,"Area 1, EXCEPT SA 1-5",All BM,biotoxins
PTN-2015-362,2015-07-15,2015-11-25,SA 1-5,All B.M. except razor clams,biotoxins
PTN-2015-363,2015-07-16,2016-07-31,Area 25 except Subarea 25-12,All BM,biotoxins
PTN-2015-364,2015-07-16,2016-07-31,sa 25-12,"All BM except Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-365,2015-07-16,2015-08-19,Area 19 except SA 19-5 and 19-6,All B.M.,biotoxins
ptn-2015-366,2015-07-16,2015-08-13,SA 19-5 and 19-6,"Manila, littleneck, oysters and mussels",biotoxins
PTN-2015-367,2015-07-16,2015-08-13,SA 19-5,"ALL BM except manila, littleneck, oysters, mussels, gdcuks and hclams",biotoxins
PTN-2015-368,2015-07-17,2015-07-22,Area 2,All BM,biotoxins
